system   D            wsystem.c:583  maybe_parent_dir                 [   0.00067] Also searching C:\Users\Student\EGP-410-AI\GameAI\steering\
display  D   display_settings.c:377  _al_score_display_settings       [   0.04422] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04423] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04424] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04425] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04426] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04427] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04429] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04430] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04431] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04432] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04434] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04435] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04436] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04437] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04438] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04439] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04441] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04442] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04443] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04444] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04446] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04447] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04448] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04449] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04451] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04452] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04453] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04454] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04456] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04457] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04458] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04459] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04461] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04462] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04463] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04464] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04465] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04466] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04468] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04469] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04470] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04471] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04473] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04474] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04475] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04476] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04477] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04478] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04480] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04481] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04482] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04483] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04485] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04486] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04487] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04488] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04489] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04491] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:377  _al_score_display_settings       [   0.04492] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04493] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04494] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04495] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04497] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04498] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04499] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04500] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 5/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04501] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04503] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 6/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04504] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04505] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 7/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04506] Single Buffer requirement not met.
display  D   display_settings.c:191  debug_display_settings           [   0.04507] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 8/1
display  D   display_settings.c:377  _al_score_display_settings       [   0.04509] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1645 d3d_create_display_internals     [   0.04515] Trying format 0.
d3d      I         d3d_disp.cpp:1326 d3d_display_thread_proc          [   0.04578] Chose a display format: 23
d3d      I         d3d_disp.cpp:1395 d3d_display_thread_proc          [   0.04581] Normal window.
d3d      I         d3d_disp.cpp:801  d3d_create_device                [   0.05195] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:866  d3d_create_device                [   0.07524] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:874  d3d_create_device                [   0.07528] Success
d3d      D         d3d_disp.cpp:1668 d3d_create_display_internals     [   0.07530] Resumed after wait.
d3d      I         d3d_disp.cpp:1701 d3d_create_display_internals     [   0.07537] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1724 d3d_create_display_internals     [   0.07540] Returning d3d_display: 02836AD0
d3d      D         d3d_disp.cpp:1749 d3d_create_display_locked        [   0.07541] al_display=02836AD0
d3d      D         d3d_disp.cpp:1750 d3d_create_display_locked        [   0.07543] al_display->vt=005564F0
audio-dsound D           dsound.cpp:244  _dsound_open                     [   0.07668] Loading DirectSound module
system   D            wsystem.c:583  maybe_parent_dir                 [   0.07674] Also searching C:\Users\Student\EGP-410-AI\GameAI\steering\
system   D            wsystem.c:633  _al_win_safe_load_library        [   0.07694] PathFindOnPath found: C:\Windows\system32\dsound.dll
system   D            wsystem.c:544  load_library_at_path             [   0.07696] Calling LoadLibrary C:\Windows\system32\dsound.dll
system   I            wsystem.c:547  load_library_at_path             [   0.07884] Loaded C:\Windows\system32\dsound.dll
audio-dsound I           dsound.cpp:261  _dsound_open                     [   0.07888] Starting DirectSound...
audio-dsound D           dsound.cpp:271  _dsound_open                     [   0.09958] DirectSoundCreate8 succeeded
audio    I              audio.c:288  do_install_audio                 [   0.10036] Using DirectSound driver
audio-dsound D           dsound.cpp:306  _dsound_allocate_voice           [   0.10041] Allocating voice
audio-dsound D           dsound.cpp:365  _dsound_allocate_voice           [   0.10043] Allocated voice
dtor     D               dtor.c:184  _al_register_destructor          [   0.10045] added dtor for object 00549BA0, func 0F4B250E
dtor     D               dtor.c:184  _al_register_destructor          [   0.10046] added dtor for object 049517C0, func 0F4B2919
audio-dsound D           dsound.cpp:462  _dsound_start_voice              [   0.10048] Starting voice
audio-dsound D           dsound.cpp:491  _dsound_start_voice              [   0.10049] CreateSoundBuffer
audio-dsound D           dsound.cpp:500  _dsound_start_voice              [   0.10101] CreateSoundBuffer succeeded
audio-dsound D           dsound.cpp:506  _dsound_start_voice              [   0.10103] Starting _dsound_update thread
audio-dsound I           dsound.cpp:516  _dsound_start_voice              [   0.10129] Voice started
dtor     D               dtor.c:184  _al_register_destructor          [   0.10132] added dtor for object 04949808, func 0F4B23EC
audio    D          kcm_mixer.c:121  _al_rechannel_matrix             [   0.10134] sample matrix:
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10135] 
audio    D          kcm_mixer.c:127  _al_rechannel_matrix             [   0.10136] 
font     D                ttf.c:792  al_load_ttf_font_stretch_f       [   0.10183] Font cour.ttf loaded with pixel size 0 x 20.
font     D                ttf.c:794  al_load_ttf_font_stretch_f       [   0.10185]     ascent=17.0, descent=-6.0, height=23.0
dtor     D               dtor.c:184  _al_register_destructor          [   0.10187] added dtor for object 049304E8, func 0F4B1B36
wav      I                wav.c:107  wav_open                         [   0.10198] Ignoring chunk: fact
dtor     D               dtor.c:184  _al_register_destructor          [   0.10201] added dtor for object 0493E8F0, func 0F4B2379
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10223] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10225] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10226] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10227] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10228] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10229] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10230] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10231] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.10232] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.10234] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.10235] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.10236] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.10237] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.10357] added dtor for object 028DA620, func 0F4B2590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.11153] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.11156] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18782] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18784] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18785] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18786] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18787] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18788] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18789] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18790] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.18791] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.18792] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.18793] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.18795] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.18796] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19246] added dtor for object 028DA920, func 0F4B2590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.19252] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.19253] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19571] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19573] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19574] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19575] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19576] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19577] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19578] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19579] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19580] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.19581] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.19582] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.19583] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.19584] Chose bitmap format 9
dtor     D               dtor.c:184  _al_register_destructor          [   0.19600] added dtor for object 028DAA20, func 0F4B2590
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.19602] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.19603] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19986] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19988] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19990] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19991] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19992] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19993] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19994] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19995] Fake format
d3d      D         d3d_disp.cpp:1166 real_choose_bitmap_format        [   0.19996] Fake format
d3d      D         d3d_disp.cpp:1174 real_choose_bitmap_format        [   0.19997] Alpha doesn't match
d3d      D         d3d_disp.cpp:1181 real_choose_bitmap_format        [   0.19998] Adapter format is 23
d3d      D         d3d_disp.cpp:1184 real_choose_bitmap_format        [   0.19999] Found a format
d3d      I         d3d_disp.cpp:2283 _al_d3d_create_bitmap            [   0.20000] Chose bitmap format 9
font     D                ttf.c:217  alloc_glyph_region               [   0.20122] Glyph 22: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20129] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20131] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.20219] Glyph 25: 12x15 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.20226] Glyph 23: 10x15 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.20230] Glyph 29: 5x11 (8x12)
font     D                ttf.c:217  alloc_glyph_region               [   0.20235] Glyph 21: 10x15 (12x16)
font     D                ttf.c:217  alloc_glyph_region               [   0.20241] Glyph 27: 9x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20356] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20358] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20559] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20562] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20598] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20600] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.20611] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.20612] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.44354] Glyph 24: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.44363] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.44367] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.44501] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.44508] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.48036] Glyph 26: 10x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48044] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48048] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.48213] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.48220] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.51730] Glyph 19: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51738] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51741] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.51912] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.51919] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.55192] Glyph 28: 11x15 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.55200] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.55203] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.55318] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.55321] _al_d3d_sync_bitmap (video) ref count == 2
font     D                ttf.c:217  alloc_glyph_region               [   0.66198] Glyph 20: 10x16 (12x16)
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.66206] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.66209] _al_d3d_sync_bitmap (video) ref count == 2
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [   0.66356] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [   0.66364] _al_d3d_sync_bitmap (video) ref count == 2
d3d      I         d3d_disp.cpp:921  d3d_destroy_display              [  45.12485] destroying display 02836AD0 (current 00000000)
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  45.12491] converting display bitmap 028DC320 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  45.12501] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  45.12503] _al_d3d_sync_bitmap (video) ref count == 2
d3d      W          d3d_bmp.cpp:743  d3d_destroy_bitmap               [  45.12614] d3d_destroy_bitmap: Release video texture failed.
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  45.12619] converting display bitmap 028DAA20 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  45.12622] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  45.12624] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  45.12723] converting display bitmap 028DA920 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  45.12728] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  45.12731] _al_d3d_sync_bitmap (video) ref count == 1
bitmap   D             bitmap.c:548  _al_convert_to_memory_bitmap     [  45.12820] converting display bitmap 028DA620 to memory bitmap
d3d      D          d3d_bmp.cpp:467  _al_d3d_sync_bitmap              [  45.12977] _al_d3d_sync_bitmap (system) ref count == 1
d3d      D          d3d_bmp.cpp:473  _al_d3d_sync_bitmap              [  45.12980] _al_d3d_sync_bitmap (video) ref count == 1
d3d      D         d3d_disp.cpp:905  d3d_destroy_display_internals    [  45.14392] waiting for display 02836AD0's thread to end
d3d      W         d3d_disp.cpp:617  d3d_destroy_device               [  45.14862] d3d_destroy_device: ref count not 0
d3d      I         d3d_disp.cpp:1527 d3d_display_thread_proc          [  45.16431] d3d display thread exits
dtor     D               dtor.c:214  _al_unregister_destructor        [  45.16477] removed dtor for object 028DA620
dtor     D               dtor.c:214  _al_unregister_destructor        [  45.16541] removed dtor for object 028DA920
dtor     D               dtor.c:214  _al_unregister_destructor        [  45.16547] removed dtor for object 028DAA20
dtor     D               dtor.c:214  _al_unregister_destructor        [  45.16572] removed dtor for object 0493E8F0
dtor     D               dtor.c:214  _al_unregister_destructor        [  45.16575] removed dtor for object 049304E8
dtor     D               dtor.c:214  _al_unregister_destructor        [  45.16595] removed dtor for object 04949808
dtor     D               dtor.c:214  _al_unregister_destructor        [  45.16598] removed dtor for object 049517C0
audio-dsound D           dsound.cpp:526  _dsound_stop_voice               [  45.16600] Stopping voice
audio-dsound D           dsound.cpp:542  _dsound_stop_voice               [  45.16602] Joining thread
audio-dsound D           dsound.cpp:548  _dsound_stop_voice               [  45.17021] Joined thread
audio-dsound D           dsound.cpp:550  _dsound_stop_voice               [  45.17025] Destroying thread
audio-dsound D           dsound.cpp:552  _dsound_stop_voice               [  45.17029] Thread destroyed
audio-dsound D           dsound.cpp:555  _dsound_stop_voice               [  45.17033] Releasing buffer
audio-dsound I           dsound.cpp:559  _dsound_stop_voice               [  45.17036] Voice stopped
dtor     D               dtor.c:214  _al_unregister_destructor        [  45.17041] removed dtor for object 00549BA0
audio-dsound D           dsound.cpp:375  _dsound_deallocate_voice         [  45.17044] Deallocating voice
audio-dsound D           dsound.cpp:380  _dsound_deallocate_voice         [  45.17048] Deallocated voice
audio-dsound D           dsound.cpp:289  _dsound_close                    [  45.17052] Releasing device
audio-dsound D           dsound.cpp:291  _dsound_close                    [  45.18049] Released device
audio-dsound I           dsound.cpp:294  _dsound_close                    [  45.18053] DirectSound closed
font     E                ttf.c:885  al_shutdown_ttf_addon            [  45.18061] TTF addon not initialised.
